ID,gene_psi1,gene_psi2,gene_psi3,gene_psi4,gene_psi1_N,gene_psi2_N,gene_psi3_N,gene_psi4_N,gene_N,site_psi1,site_psi2,site_psi3,site_psi4,site_psi1_N,site_psi2_N,site_psi3_N,site_psi4_N,site_N,quartet_psi1,quartet_psi2,quartet_psi3,quartet_psi4,quartet_psi1_N,quartet_psi2_N,quartet_psi3_N,quartet_psi4_N,quartet_N,quartet_psi1_pp,quartet_psi2_pp,quartet_psi3_pp,length_subs_per_site,length_coalescent
287,14.67,9.33,5.33,70.67,33,21,12,159,225,26.92,43.69,29.39,0,57.85,93.92,63.22,0,214.994,35.45,36.39,28.16,0,79.76,81.87,63.36,0,225,0.38,0.54,0.08,0.00369081,0.00519491
288,64.2,0.39,0,35.41,165,1,0,91,257,65.71,19.95,14.34,0,69.86,21.26,15.26,0,106.382,82.66,8.7,8.63,0,212.45,22.36,22.19,0,257,1,0,0,0.0181722,0.258309
289,39.92,19.76,18.58,21.74,101,50,47,55,253,37.33,31.52,31.15,0,43.58,36.8,36.4,0,116.783,48.5,26.28,25.22,0,122.7,66.49,63.82,0,253,1,0,0,0.00547583,0.0585328
290,60.64,12.45,10.84,16.06,151,31,27,40,249,78.88,11.58,9.54,0,389.11,57.12,47.1,0,493.325,68.17,16.93,14.9,0,169.73,42.16,37.11,0,249,1,0,0,0.00905944,0.133231
291,50.94,7.49,5.99,35.58,136,20,16,95,267,50.61,26.53,22.86,0,80.31,42.13,36.34,0,158.779,64.18,18.4,17.42,0,171.37,49.13,46.51,0,267,1,0,0,0.00987294,0.117787
292,42.24,21.55,17.67,18.53,98,50,41,43,232,52.43,25.62,21.95,0,276.61,135.14,115.82,0,527.57,48.86,28.3,22.85,0,113.35,65.65,53,0,232,1,0,0,0.00608419,0.0468165
293,8.74,8.74,4.2,78.32,25,25,12,224,286,22.68,47.95,29.37,0,11.62,24.48,15.07,0,51.17,38.7,30.99,30.32,0,110.67,88.62,86.71,0,286,0.92,0.04,0.04,0.00301582,0.0406594
294,9.16,6.96,2.2,81.68,25,19,6,223,273,24.58,46.18,29.23,0,8.29,15.52,9.86,0,33.673,44.79,28.77,26.44,0,122.27,78.54,72.19,0,273,1,0,0,0.00423149,0.0456186
295,4.26,8.14,2.71,84.88,11,21,7,219,258,22.32,55.3,22.38,0,19.75,48.86,19.8,0,88.413,41.5,31.42,27.08,0,107.07,81.06,69.87,0,258,0.99,0.01,0,0.00354771,0.0355641
296,3.83,5.75,2.3,88.12,10,15,6,230,261,25.14,53.69,21.17,0,23.15,49.4,19.5,0,92.05,36.09,32.43,31.48,0,94.19,84.63,82.17,0,261,0.64,0.2,0.16,0.00270693,0.0218416
297,6.9,1.03,0.34,91.72,20,3,1,266,290,30.78,46.98,22.24,0,36.39,55.59,26.3,0,118.281,46.32,26.99,26.69,0,134.33,78.26,77.41,0,290,1,0,0,0.00594863,0.0472205
298,2.88,0.96,0.96,95.19,9,3,3,297,312,32.34,33.97,33.69,0,55.52,58.32,57.86,0,171.698,37.65,33.12,29.23,0,117.45,103.35,91.2,0,312,0.84,0.11,0.05,0.00304915,0.0213698
299,3.09,3.78,1.72,91.41,9,11,5,266,291,30.27,41.9,27.83,0,13.85,19.19,12.76,0,45.805,36.92,34.19,28.89,0,107.45,99.49,84.07,0,291,0.71,0.22,0.07,0.00228197,0.0266852
300,9.7,10.07,8.96,71.27,26,27,24,191,268,21.4,43.7,34.9,0,3.3,6.65,5.37,0,15.319,36.19,34.94,28.87,0,96.99,93.64,77.37,0,268,0.57,0.35,0.08,0.00282725,0.030151
301,65.02,2.28,1.52,31.18,171,6,4,82,263,69.91,15.99,14.1,0,12.67,2.92,2.58,0,18.179,82.97,9.04,7.99,0,218.2,23.78,21.02,0,263,1,0,0,0.0170743,0.256995
302,78.49,2.87,2.15,16.49,219,8,6,46,279,73.18,14.27,12.55,0,14.6,2.91,2.55,0,20.057,86.89,6.88,6.22,0,242.43,19.2,17.36,0,279,1,0,0,0.019958300000000002,0.314104
303,33.6,14.98,13.77,37.65,83,37,34,93,247,38.44,31.54,30.03,0,10.48,8.67,8.3,0,27.452,49.14,26.93,23.93,0,121.37,66.51,59.11,0,247,1,0,0,0.00374466,0.0537304
304,34.91,20.69,16.38,28.02,81,48,38,65,232,51.74,24.48,23.78,0,154.04,72.9,70.79,0,297.726,45.07,31.09,23.85,0,104.55,72.12,55.33,0,232,1,0,0,0.00346806,0.0372007
305,55.68,5.68,3.79,34.85,147,15,10,92,264,50.45,27.63,21.92,0,21.47,11.8,9.36,0,42.626,72.15,15.18,12.67,0,190.49,40.07,33.44,0,264,1,0,0,0.00796753,0.165296
306,35.2,23.6,23.2,18,88,59,58,45,250,49.04,26.35,24.62,0,146.85,78.92,73.72,0,299.497,40.53,32.36,27.11,0,101.32,80.91,67.77,0,250,0.97,0.02,0.01,0.00290875,0.0254521
307,88.02,3.72,2.07,6.2,213,9,5,15,242,81.4,10.33,8.27,0,99.76,12.69,10.15,0,122.592,90.19,5.22,4.59,0,218.26,12.64,11.1,0,242,1,0,0,0.0206263,0.335873
308,97.02,0,0,2.98,228,0,0,7,235,93.27,3.66,3.07,0,270.6,10.63,8.92,0,290.148,98.08,1.32,0.6,0,230.48,3.1,1.41,0,235,1,0,0,0.045956,0.611064
309,77.48,0,0,22.52,203,0,0,59,262,77.91,12.1,9.99,0,54.55,8.52,7.03,0,70.101,93.24,3.8,2.96,0,244.28,9.96,7.76,0,262,1,0,0,0.0313735,0.414651
310,18.93,14.4,7.82,58.85,46,35,19,143,243,48.85,26.15,24.99,0,60.55,32.42,31.02,0,123.985,37.09,35.17,27.74,0,90.13,85.45,67.42,0,243,0.65,0.29,0.06,0.00182048,0.0330049
311,11.52,8.23,5.35,74.9,28,20,13,182,243,48.01,26.25,25.74,0,54.95,30.06,29.49,0,114.495,45.36,30.69,23.95,0,110.22,74.58,58.2,0,243,1,0,0,0.001767,0.0427584
312,11.33,2.73,0.78,85.16,29,7,2,218,256,58.05,24.6,17.35,0,38.7,16.41,11.58,0,66.689,49.12,25.51,25.37,0,125.75,65.3,64.94,0,256,1,0,0,0.0036306,0.0540567
313,5.96,2.75,0.92,90.37,13,6,2,197,218,42.81,32.95,24.24,0,32.19,24.67,18.13,0,74.987,41.07,33.5,25.43,0,89.53,73.03,55.44,0,218,0.96,0.03,0.01,0.00163293,0.024081
314,4.81,6.25,0.96,87.98,10,13,2,183,208,33.03,36.46,30.51,0,13.47,14.87,12.42,0,40.758,39.07,30.64,30.29,0,81.26,63.73,63.01,0,208,0.89,0.06,0.06,6.79091e-4,0.0179335
315,6.17,2.06,1.65,90.12,15,5,4,219,243,52.01,29.08,18.91,0,23.24,13.1,8.5,0,44.839,41.78,30.1,28.11,0,101.53,73.15,68.32,0,243,0.99,0.01,0,0.00136494,0.024657
316,17.65,9.5,6.79,66.06,39,21,15,146,221,39.15,31.84,29.01,0,48.74,39.65,36.12,0,124.509,39.36,30.67,29.97,0,86.99,67.77,66.24,0,221,0.91,0.05,0.04,0.00114473,0.0156096
317,24.2,4.11,0.46,71.23,53,9,1,156,219,42.85,34.73,22.43,0,34.54,28.02,18.1,0,80.659,45.08,34.22,20.71,0,98.72,74.94,45.35,0,219,1,0,0,0.00356398,0.0319039
318,6.34,1.87,0.37,91.42,17,5,1,245,268,47.23,33.39,19.38,0,19.58,13.63,7.91,0,41.122,37.16,34.24,28.6,0,99.58,91.76,76.66,0,268,0.72,0.22,0.06,0.00131272,0.0109318
319,9.63,5.5,2.75,82.11,21,12,6,179,218,33.1,40.83,26.07,0,28.58,35.21,22.49,0,86.281,35.12,34.2,30.68,0,76.57,74.55,66.88,0,218,0.48,0.36,0.16,0.00168277,0.00422717
320,4.93,5.38,3.59,86.1,11,12,8,192,223,26.67,41.9,31.44,0,18.92,29.68,22.27,0,70.869,34.93,35.61,29.46,0,77.9,79.41,65.69,0,223,0.39,0.49,0.12,7.95492e-4,0.00374718
321,5.26,3.86,1.05,89.82,15,11,3,256,285,42.3,30.12,27.58,0,36.61,26.07,23.85,0,86.533,33.25,33.41,33.33,0,94.77,95.22,95,0,285,0.33,0.34,0.33,0.00189021,0.0127062
322,38.15,2.22,1.48,58.15,103,6,4,157,270,36.72,33.39,29.89,0,8.37,7.65,6.79,0,22.803,65.81,17.14,17.04,0,177.69,46.29,46.02,0,270,1,0,0,0.0123523,0.1315
323,65.52,3.83,3.83,26.82,171,10,10,70,261,52.79,29.29,17.91,0,29.36,16.38,10.02,0,55.764,79.56,10.36,10.08,0,207.65,27.04,26.31,0,261,1,0,0,0.0152309,0.22143
324,35.37,21.95,16.26,26.42,87,54,40,65,246,39.45,34.34,26.22,0,99.53,86.65,66.17,0,252.35,45.14,29.82,25.05,0,111.03,73.35,61.61,0,246,1,0,0,0.00391124,0.0424815
325,43.92,13.76,11.11,31.22,83,26,21,59,189,56.41,21.93,21.66,0,228.61,88.88,87.8,0,405.288,53.16,26.75,20.08,0,100.48,50.57,37.96,0,189,1,0,0,0.00525068,0.0561188
326,78.91,3.91,3.52,13.67,202,10,9,35,256,79.12,10.81,10.07,0,210.63,28.78,26.83,0,266.239,86.27,7.54,6.19,0,220.86,19.3,15.84,0,256,1,0,0,0.0199309,0.288064
327,74.89,0.87,0,24.24,173,2,0,56,231,65.78,19.1,15.12,0,186.18,54.1,42.84,0,283.123,84.82,9.12,6.06,0,195.94,21.06,14,0,231,1,0,0,0.024714,0.238319
328,5.81,3.1,3.1,87.98,15,8,8,227,258,41.16,30.78,28.06,0,33.63,25.11,22.92,0,81.66,36.42,35.89,27.69,0,93.96,92.6,71.43,0,258,0.52,0.42,0.06,0.00344846,0.0387294
329,49.79,4.22,2.95,43.04,118,10,7,102,237,67.12,31.44,1.44,0,5.97,2.84,0.14,0,8.942,71.66,15.82,12.51,0,169.84,37.5,29.65,0,237,1,0,0,0.0132379,0.178152
330,89.93,1.49,0.37,8.21,241,4,1,22,268,77.67,12.37,9.96,0,23.65,3.83,3.08,0,30.558,95.44,2.75,1.81,0,255.78,7.38,4.84,0,268,1,0,0,0.0290606,0.506673
331,32.76,27.59,24.57,15.09,76,64,57,35,232,45.24,28.75,26.02,0,70.15,44.59,40.34,0,155.083,38.05,31.89,30.05,0,88.29,73.99,69.72,0,232,0.83,0.1,0.07,0.00396944,0.0225223
332,55.29,12.35,11.18,21.18,94,21,19,36,170,75.02,12.72,12.26,0,169.66,28.78,27.74,0,226.18,63.5,20.83,15.67,0,107.95,35.4,26.64,0,170,1,0,0,0.00811995,0.0852636
333,98.14,0.74,0.37,0.74,264,2,1,2,269,95.89,2.26,1.86,0,139.01,3.28,2.7,0,144.985,98.58,0.9,0.53,0,265.17,2.41,1.42,0,269,1,0,0,0.0359781,0.689439
334,90.71,0,0,9.29,127,0,0,13,140,90.46,5.18,4.36,0,86.87,4.99,4.2,0,96.047,96.23,1.94,1.84,0,134.72,2.71,2.57,0,140,1,0,0,0.0476416,0.364857
335,35.27,1.55,1.16,62.02,91,4,3,160,258,67.21,22.72,10.07,0,76.29,25.82,11.45,0,113.556,57.9,23.14,18.97,0,149.38,59.69,48.93,0,258,1,0,0,0.0125322,0.10738
336,95.5,0.9,0.45,3.15,212,2,1,7,222,93.83,3.33,2.84,0,450.37,15.99,13.63,0,479.995,97.29,1.95,0.77,0,215.97,4.32,1.7,0,222,1,0,0,0.0514372,0.555025
337,35.98,35.98,27.44,0.61,59,59,45,1,164,46.79,29.27,23.94,0,90.57,56.68,46.34,0,193.579,36.52,35.98,27.51,0,59.89,59,45.11,0,164,0.5,0.42,0.08,0.00292967,0.0119786
338,89.88,0,0,10.12,151,0,0,17,168,93.35,3.63,3.03,0,781,30.35,25.34,0,836.688,94.66,3.35,2,0,159.02,5.63,3.35,0,168,1,0,0,0.0457093,0.381972
339,73.76,0.5,0,25.74,149,1,0,52,202,78.75,12.67,8.58,0,157.07,25.29,17.13,0,199.487,84.54,7.9,7.56,0,170.78,15.96,15.26,0,202,1,0,0,0.030297,0.240527
340,44.07,24.86,23.16,7.91,78,44,41,14,177,50.65,26.28,23.07,0,189.37,98.27,86.24,0,373.878,47.41,27.96,24.63,0,83.92,49.49,43.59,0,177,1,0,0,0.00748182,0.068754
341,94.86,0,0,5.14,277,0,0,15,292,94.27,3.13,2.6,0,369.53,12.26,10.21,0,391.995,97.68,1.28,1.03,0,285.24,3.75,3.02,0,292,1,0,0,0.0470585,0.614739
342,58.18,21.36,19.09,1.36,128,47,42,3,220,56.73,22.71,20.57,0,164.42,65.82,59.62,0,289.853,58.73,22.03,19.24,0,129.2,48.46,42.34,0,220,1,0,0,0.00443795,0.0848566
343,95.86,0,0,4.14,139,0,0,6,145,99.22,0.43,0.35,0,850.57,3.7,2.99,0,857.263,97.16,1.56,1.27,0,140.88,2.27,1.85,0,145,1,0,0,0.0685749,0.406278
344,97.53,0.82,0,1.65,237,2,0,4,243,85.58,9.99,4.43,0,207.42,24.26,10.75,0,242.423,98.35,1.1,0.55,0,238.98,2.68,1.34,0,243,1,0,0,0.0715358,0.673425
345,46.03,27.2,24.69,2.09,110,65,59,5,239,35.73,46.67,17.6,0,12.78,16.72,6.31,0,35.816,47.06,27.62,25.32,0,112.47,66,60.53,0,239,1,0,0,0.00603777,0.0863484
346,91.02,3.67,1.63,3.67,223,9,4,9,245,96.98,1.85,1.17,0,701.27,13.35,8.49,0,723.107,93.3,4.09,2.61,0,228.58,10.02,6.4,0,245,1,0,0,0.0182559,0.425825
347,86.08,1.27,0.84,11.81,204,3,2,28,237,71.27,14.58,14.15,0,154,31.55,30.59,0,216.143,93.78,3.35,2.87,0,222.27,7.93,6.8,0,237,1,0,0,0.0391643,0.358043
348,90.99,2.15,1.29,5.58,212,5,3,13,233,64.32,19.89,15.79,0,218.69,67.69,53.73,0,340.103,94.29,4.03,1.68,0,219.69,9.39,3.92,0,233,1,0,0,0.0450705,0.458296
349,53.77,22.11,21.11,3.02,107,44,42,6,199,50.77,27.98,21.25,0,391.63,215.89,163.96,0,771.489,55.72,22.7,21.59,0,110.88,45.17,42.96,0,199,1,0,0,0.00974225,0.079497
350,54.55,11.86,11.46,22.13,138,30,29,56,253,50.58,28.72,20.71,0,64.81,36.85,26.59,0,128.25,63.36,18.32,18.31,0,160.31,46.36,46.33,0,253,1,0,0,0.0142395,0.138126
351,45.74,11.7,2.13,40.43,86,22,4,76,188,42.17,34.36,23.47,0,95.47,77.81,53.15,0,226.425,65.48,20.22,14.31,0,123.09,38.01,26.9,0,188,1,0,0,0.0132533,0.120868
352,26.42,19.5,13.84,40.25,42,31,22,64,159,36.62,35.59,27.79,0,96.29,93.55,73.08,0,262.929,46.45,30.16,23.39,0,73.85,47.96,37.19,0,159,1,0,0,0.00488241,0.0720627
353,41.07,7.14,6.7,45.09,92,16,15,101,224,65.07,20.74,14.19,0,41.25,13.16,9.01,0,63.425,63.96,18.17,17.86,0,143.28,40.71,40.01,0,224,1,0,0,0.0112139,0.119093
354,34.33,7.09,6.72,51.87,92,19,18,139,268,58.64,30.1,11.27,0,23.72,12.22,4.6,0,40.542,59.89,21.48,18.64,0,160.49,57.56,49.95,0,268,1,0,0,0.00935066,0.0998958
355,21.05,12.03,7.52,59.4,56,32,20,158,266,48.36,25.94,25.7,0,32.9,17.61,17.52,0,68.03,48.81,26.15,25.04,0,129.82,69.56,66.62,0,266,1,0,0,0.00392255,0.0530534
356,16.87,12.05,5.22,65.86,42,30,13,164,249,67.54,18.96,13.5,0,145.25,40.8,29.06,0,215.113,46.35,37.28,16.37,0,115.41,92.83,40.76,0,249,1,0,0,0.00568513,0.0422431
357,14.12,16.03,4.2,65.65,37,42,11,172,262,30.86,52.65,16.49,0,46.13,78.69,24.67,0,149.481,41.13,41.06,17.8,0,107.77,107.59,46.64,0,262,0.51,0.48,0,0.00211064,0.0274257
358,15.22,10.51,3.26,71.01,42,29,9,196,276,47.48,32.47,20.05,0,53.59,36.65,22.63,0,112.872,48.85,27.62,23.53,0,134.83,76.22,64.95,0,276,1,0,0,0.00193082,0.0514684
359,9.01,11.59,5.58,73.82,21,27,13,172,233,53.67,26.93,19.4,0,43.47,21.82,15.74,0,81.026,40.76,30.09,29.16,0,94.96,70.1,67.94,0,233,0.97,0.01,0.01,0.00192039,0.0227613
360,11.71,18.92,9.01,60.36,26,42,20,134,222,15.33,42.81,41.86,0,5.79,16.14,15.8,0,37.724,34.76,35.18,30.06,0,77.16,78.1,66.74,0,222,0.4,0.46,0.14,4.65855e-4,0.00988459
361,50.97,6.45,1.29,41.29,79,10,2,64,155,83.67,8.93,7.4,0,24.36,2.61,2.17,0,29.137,70.2,17.01,12.79,0,108.81,26.37,19.82,0,155,1,0,0,0.00794154,0.107995
362,36.36,26.62,14.29,22.73,56,41,22,35,154,44.49,41.65,13.86,0,28.97,27.12,9.03,0,65.119,44.02,36.04,19.94,0,67.78,55.51,30.71,0,154,0.98,0.02,0,0.00160022,0.0424839
363,80.43,2.17,1.09,16.3,222,6,3,45,276,86.33,7.52,6.15,0,312.3,27.2,22.27,0,361.766,88.43,6.15,5.42,0,244.05,16.98,14.97,0,276,1,0,0,0.0203084,0.335609
364,94.21,0.83,0.41,4.55,228,2,1,11,242,95,2.8,2.2,0,358.82,10.56,8.32,0,377.699,96.26,2.2,1.54,0,232.95,5.33,3.72,0,242,1,0,0,0.0317682,0.511868
365,57.61,2.47,2.06,37.86,140,6,5,92,243,44.93,30.27,24.8,0,38.44,25.95,21.25,0,85.641,76.15,12.51,11.34,0,185.05,30.39,27.55,0,243,1,0,0,0.0168218,0.175724
366,14.34,15.94,12.35,57.37,36,40,31,144,251,47.49,31.02,21.48,0,26.4,17.26,11.96,0,55.612,33.61,35.79,30.6,0,84.37,89.84,76.8,0,251,0.28,0.58,0.14,0.00255716,0.0136136
367,25.88,6.14,5.26,62.72,59,14,12,143,228,45.56,27.36,27.08,0,61.69,37.11,36.71,0,135.514,51.44,30.08,18.48,0,117.29,68.58,42.13,0,228,1,0,0,0.00558589,0.056632299999999997
368,21.82,19.55,14.55,44.09,48,43,32,97,220,35.92,40.39,23.69,0,59.99,67.47,39.6,0,167.057,40.63,36.33,23.04,0,89.39,79.92,50.69,0,220,0.9,0.09,0.01,0.00433362,0.035612
369,83.67,4.9,1.22,10.2,205,12,3,25,245,91.32,4.51,4.17,0,1072.11,52.95,48.93,0,1173.983,89.68,7.5,2.82,0,219.72,18.37,6.91,0,245,1,0,0,0.0280613,0.344717
370,96.33,0.41,0.41,2.86,236,1,1,7,245,95.54,2.89,1.57,0,491.44,14.86,8.09,0,514.385,97.85,1.31,0.84,0,239.73,3.21,2.06,0,245,1,0,0,0.0454168,0.60288
371,25.82,10.99,10.44,52.75,47,20,19,96,182,36.46,34.37,29.18,0,24.3,22.95,19.48,0,66.733,41.92,29.37,28.71,0,76.3,53.45,52.26,0,182,0.98,0.01,0.01,0.00505005,0.103057
372,97.86,1.07,0,1.07,183,2,0,2,187,88.69,5.92,5.39,0,255.67,17.1,15.56,0,288.322,98.11,1.25,0.64,0,183.47,2.33,1.19,0,187,1,0,0,0.0555507,0.575821
373,40.08,32.07,20.25,7.59,95,76,48,18,237,43.62,45.4,10.99,0,33.42,34.82,8.43,0,76.67,42.44,35.38,22.18,0,100.59,83.86,52.56,0,237,0.99,0.01,0,0.0038202,0.0577735
374,76.33,7.76,6.12,9.8,187,19,15,24,245,93.4,4.62,1.98,0,481.83,23.83,10.2,0,515.862,80.38,11.11,8.52,0,196.92,27.21,20.86,0,245,1,0,0,0.0124019,0.227913
375,9.4,4.36,2.35,83.89,28,13,7,250,298,39.18,32.58,28.24,0,60.59,50.42,43.73,0,154.736,37.94,33.06,29,0,113.05,98.52,86.43,0,298,0.85,0.1,0.04,0.00149785,0.07139
376,6.7,7.47,2.84,82.99,26,29,11,322,388,35.6,36.04,28.37,0,63.83,64.64,50.88,0,179.351,38.29,35.65,26.06,0,148.58,138.32,101.1,0,388,0.85,0.14,0.01,0.00122319,0.0627823
377,6.8,5.92,2.66,84.62,23,20,9,286,338,22.72,41.2,36.09,0,5.94,10.62,9.34,0,25.893,39.34,31.29,29.37,0,132.97,105.75,99.28,0,338,0.97,0.02,0.01,0.00141394,0.0468069
378,12.66,8.77,6.82,71.75,39,27,21,221,308,30.74,45.35,23.91,0,4.34,6.43,3.4,0,14.167,41.32,30.28,28.41,0,127.25,93.25,87.5,0,308,0.99,0,0,0.0019891,0.0449568
379,53.11,2.8,2.8,41.3,171,9,9,133,322,60.91,24.04,15.05,0,16.46,6.52,4.12,0,27.109,71.95,14.82,13.24,0,231.67,47.71,42.62,0,322,1,0,0,0.00953866,0.184403
380,86.8,1.17,0.29,11.73,296,4,1,40,341,81.34,10.49,8.17,0,45.86,5.93,4.63,0,56.419,93.19,3.96,2.84,0,317.79,13.52,9.69,0,341,1,0,0,0.0236404,0.398733
381,35.37,21.28,19.15,24.2,133,80,72,91,376,53.91,26.62,19.47,0,20.57,10.2,7.45,0,38.222,44.12,28.88,27,0,165.9,108.6,101.51,0,376,1,0,0,0.00333672,0.0605321
382,67.18,2.82,2.05,27.95,262,11,8,109,390,65.25,26.88,7.87,0,36.31,14.98,4.4,0,55.694,80.91,9.85,9.25,0,315.54,38.4,36.06,0,390,1,0,0,0.0118872,0.24026
383,52.82,5.93,3.95,37.29,187,21,14,132,354,72.59,21.06,6.35,0,55.9,16.29,4.91,0,77.106,70.5,16.1,13.4,0,249.58,56.98,47.44,0,354,1,0,0,0.00742113,0.150658
384,32.42,25.99,24.77,16.82,106,85,81,55,327,34.41,35.65,29.93,0,91.6,94.9,79.67,0,266.175,41.3,29.88,28.82,0,135.04,97.72,94.24,0,327,1,0,0,0.00136693,0.0290949
385,29.97,21.66,18.69,29.67,101,73,63,100,337,55.04,22.97,21.99,0,49.62,20.71,19.81,0,90.142,39.06,31.58,29.37,0,131.62,106.41,98.97,0,337,0.96,0.03,0.02,0.00156861,0.0177801
386,69.85,4.78,2.99,22.39,234,16,10,75,335,81.79,10.9,7.3,0,82.44,11.02,7.37,0,100.83,81.55,9.55,8.9,0,273.19,31.99,29.82,0,335,1,0,0,0.01326,0.225344
387,40.33,26.89,21.97,10.82,123,82,67,33,305,49.43,26.07,24.5,0,128.57,67.81,63.73,0,260.111,44.68,30.11,25.21,0,136.28,91.84,76.88,0,305,1,0,0,0.00217534,0.0467187
388,64.78,8.18,2.52,24.53,103,13,4,39,159,82.81,12.41,4.77,0,28.56,4.32,1.67,0,34.551,74.86,16.23,8.91,0,119.03,25.8,14.16,0,159,1,0,0,0.0112074,0.124827
389,35.82,31.34,19.4,13.43,48,42,26,18,134,55.51,34.44,10.05,0,48.09,29.84,8.71,0,86.635,44.91,34.26,20.83,0,60.18,45.9,27.91,0,134,0.99,0.01,0,0.00229703,0.0664755
390,97.38,0.29,0.29,2.04,334,1,1,7,343,95.73,2.7,1.57,0,123.95,3.51,2.04,0,129.493,98.98,0.68,0.34,0,339.51,2.33,1.15,0,343,1,0,0,0.0512415,0.755374
391,44.54,29.02,25.57,0.86,155,101,89,3,348,33.38,33.91,32.71,0,58.2,59.12,57.05,0,174.373,44.69,29.33,25.97,0,155.54,102.08,90.39,0,348,1,0,0,8.56776e-4,0.0567721
392,35.47,8.14,5.81,50.58,61,14,10,87,172,49.27,27.98,22.75,0,23.44,13.35,10.85,0,47.644,53.03,25.45,21.52,0,91.21,43.78,37.01,0,172,1,0,0,0.00554967,0.085881
393,67.86,4.46,2.68,25,76,5,3,28,112,85.88,12.27,1.85,0,46.54,6.65,1,0,54.199,78.94,12,9.05,0,88.42,13.44,10.14,0,112,1,0,0,0.0150133,0.128883
394,56.93,17.52,10.22,15.33,78,24,14,21,137,60.81,23.79,15.39,0,44.05,17.25,11.17,0,72.467,63.53,23.1,13.37,0,87.04,31.64,18.32,0,137,1,0,0,0.0074198,0.0693763
395,57.03,14.84,10.16,17.97,73,19,13,23,128,51.12,26.9,21.98,0,37,19.49,15.92,0,72.409,62.66,20.57,16.76,0,80.21,26.34,21.46,0,128,1,0,0,0.00892304,0.0624312
396,98.44,0,0,1.56,316,0,0,5,321,95.83,2.26,1.91,0,121.4,2.88,2.43,0,126.705,99.36,0.53,0.12,0,318.93,1.69,0.37,0,321,1,0,0,0.0786924,0.805147
397,51.7,27.24,21.05,0,167,88,68,0,323,32.11,36.31,31.58,0,79.72,90.13,78.41,0,248.256,51.7,27.24,21.05,0,167,88,68,0,323,1,0,0,0.00126278,0.0862195
398,24.16,2.31,1.29,72.24,94,9,5,281,389,41.41,32.75,25.84,0,55.96,44.29,34.97,0,135.222,54.07,24.14,21.79,0,210.32,93.9,84.78,0,389,1,0,0,0.00472797,0.102691
399,23.94,11.27,9.51,55.28,68,32,27,157,284,59.23,20.77,20,0,23.81,8.34,8.02,0,40.163,42.59,29.44,27.98,0,120.95,83.6,79.45,0,284,1,0,0,0.00283023,0.0932291
400,63.97,4.86,3.24,27.94,158,12,8,69,247,34.39,48.12,17.49,0,2.45,3.45,1.27,0,7.166,76.28,12.85,10.87,0,188.42,31.73,26.84,0,247,1,0,0,0.0128171,0.171861
401,97.34,1,0,1.66,293,3,0,5,301,86.24,7.79,5.97,0,84.54,7.68,5.87,0,98.083,98.08,1.32,0.61,0,295.21,3.96,1.83,0,301,1,0,0,0.0393738,0.624243
